activityCharityCreated,activityId,activityType,campaignGuid.nil,charity.description,charity.id,charity.logoAbsoluteUrl,charity.logoUrl,charity.name,charity.profilePageUrl,charity.registrationNumber,companyAppealId,consumerId,currencyCode,currencySymbol,domain,eventDate,eventId,eventName,expiryDate,fundraisingTarget,grandTotalRaisedExcludingGiftAid,owner,ownerGuid,ownerProfileImageUrls.KeyValueOfstringstring.Key,ownerProfileImageUrls.KeyValueOfstringstring.Value,ownerProfileImageUrls.KeyValueOfstringstring.Key.1,ownerProfileImageUrls.KeyValueOfstringstring.Value.1,pageGuid,pageId,pageShortName,pageSummaryWhat.nil,pageSummaryWhy.nil,rememberedPersonSummary.nil,showEventDate,showExpiryDate,smsCode.nil,status,story,teams.team.teamGuid,teams.team.teamShortName,title,totalEstimatedGiftAid,totalRaisedOffline,totalRaisedOnline,totalRaisedPercentageOfFundraisingTarget,totalRaisedSms,attribution,pageSummary,pageSummaryWhat,pageSummaryWhy,rememberedPersonSummary.id,rememberedPersonSummary.name,rememberedPersonSummary.next.rel,rememberedPersonSummary.next.uri,teams.team.teamShortName.nil,campaignGuid,teams.team.teamGuid.nil,teams.team.teamGuid.nil.1,teams.team.teamShortName.1,Subtext,Link,LinkPath,CountryCode,Highlight,Name,Logo,Type,Score,OwnerFullName,CreatedDate,CharityId,EventId,EventDate,TargetAmount,FundraiserRevenueStreamId,FundraiserPageGuid,ProfileWhat,ProfileWhy,charity_name,searched_charity_id,regno,justgiving_id,cause_area,eaf,give_well_top_2017,give_well_standout_2017,life_you_can_save,ace,givewell_other,ad_hoc_david,date_downloaded
false,6542007,OtherPersonalChallenge,true,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75410083,GBP,£,www.justgiving.com,2021-02-24T00:00:00,6542007,Chocoholic ,2026-02-24T00:00:00,0,0,Saloua Laabi,6c7c6393-2b5f-49cd-b102-08c5cbe16725,OriginalSize,NA,Size150x150Face,NA,ed14a33a-ec59-471f-adb7-5aef20a4759a,13825112,Saloua-Laabi,true,true,true,True,False,true,Active,"Thanks for visiting my page. I'm raising money for the British Heart Foundation and I'd be so grateful for your support. The BHF has helped halve the number of people dying from heart and circulatory disease in the UK but sadly every day hundreds of people lose their lives. It's only thanks to support from people like us that the BHF can create new treatments and discover new cures. £24 could pay for two hours of research by an early career scientist, but every pound helps so please give what you can to help me hit my target. Thanks!",NA,NA,Saloua's Chocoholic ,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chocoholic ,https://www.justgiving.com/Saloua-Laabi,/Saloua-Laabi,United Kingdom,,Saloua's Chocoholic ,//images.justgiving.com/image/whistle_web.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true&sourcepath=Stock,Fundraiser,22.080162,Saloua Laabi,2021-02-24T04:04:03,183092,6542007,2021-02-24T04:04:03,0,641389,ed14a33a-ec59-471f-adb7-5aef20a4759a,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,48343599,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Jessica Bedford,00db25d9-4a44-42f9-90e4-d88a9ad5d5d6,OriginalSize,NA,Size150x150Face,NA,e137e5d8-a75a-47ae-84e7-ac46523c9b90,13825114,Jessica-Bedford21,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Jessica-Bedford21,/Jessica-Bedford21,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Jessica Bedford,2021-02-24T05:20:58,183092,6288571,2021-03-01T00:00:00,75,641389,e137e5d8-a75a-47ae-84e7-ac46523c9b90,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,49546042,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,35,Genny Treays,e4e4a431-3225-4660-bf4e-84d9cb12f880,OriginalSize,https://images.justgiving.com/image/2cb751c8-79ef-460c-a502-a63721c6b9e8.jpg,Size150x150Face,https://images.justgiving.com/image/2cb751c8-79ef-460c-a502-a63721c6b9e8.jpg?template=size150x150face,c9e79227-d0ec-4114-bd9b-e080f82aa50b,13825120,Genny-Treayss,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,8.75,0,35,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Genny-Treayss,/Genny-Treayss,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Genny Treays,2021-02-24T08:30:56,183092,6288571,2021-03-01T00:00:00,75,641389,c9e79227-d0ec-4114-bd9b-e080f82aa50b,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75411637,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Abbie Jackson ,055aeb4c-3e12-4705-a67f-fc60896cd817,OriginalSize,NA,Size150x150Face,NA,b7fcc28f-ab59-4ee2-ac8a-69babcc4298c,13827853,Abbie-Jackson4,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Abbie-Jackson4,/Abbie-Jackson4,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Abbie Jackson ,2021-02-24T16:13:46,183092,6288571,2021-03-01T00:00:00,75,641389,b7fcc28f-ab59-4ee2-ac8a-69babcc4298c,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,74242870,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-06-30T00:00:00,50,30,Laura Murkin,8c87aeab-a0b0-48be-a743-5f834ff5f9d3,OriginalSize,https://images.justgiving.com/image/ada0b560-77f7-4f6a-a7b9-d74495dcb868.jpg,Size150x150Face,https://images.justgiving.com/image/ada0b560-77f7-4f6a-a7b9-d74495dcb868.jpg?template=size150x150face,f33155f2-5f59-4b59-9174-4176bdea5bff,13828158,Stnicksgirlsdechox,true,true,true,True,False,true,Active,"<p>The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.</p>",3a05b130-d613-4745-b317-5e3b1c8bbbaf,StNicks,Laura’s page,5,0,30,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Stnicksgirlsdechox,/Stnicksgirlsdechox,United Kingdom,,Laura’s page,//images.justgiving.com/image/11e1be76-78f7-4881-bfd6-0848d4906b80.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Laura Murkin,2021-02-24T18:54:10,183092,6288571,2021-03-01T00:00:00,50,641389,f33155f2-5f59-4b59-9174-4176bdea5bff,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,14982391,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,laura bamforth,7b5caa1a-c0de-424f-aea8-00465ffb3530,OriginalSize,https://images.justgiving.com/image/38521744-02b6-4750-9f6a-6efab006d2d1.jpg,Size150x150Face,https://images.justgiving.com/image/38521744-02b6-4750-9f6a-6efab006d2d1.jpg?template=size150x150face,a12d07ae-cd1f-4305-aa9c-0e3235e6b19c,13828208,laura-bamforth6,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/laura-bamforth6,/laura-bamforth6,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,laura bamforth,2021-02-24T18:35:47,183092,6288571,2021-03-01T00:00:00,75,641389,a12d07ae-cd1f-4305-aa9c-0e3235e6b19c,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,4717491,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-06-30T00:00:00,200,10,Jill Lawton,ae92d1db-0e94-4553-94c0-9001c80ebc41,OriginalSize,https://images.justgiving.com/image/02b1329f-ff68-4ab2-9835-c9ec90119407.jpg,Size150x150Face,https://images.justgiving.com/image/02b1329f-ff68-4ab2-9835-c9ec90119407.jpg?template=size150x150face,04bc79e5-e8f8-4919-b2ed-eabec9675942,13828256,JillyLawton,NA,NA,NA,True,False,true,Active,"<p>Despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums, dads, brothers, sisters, grandparents and friends - lets get raising much needed funds for BHF</p>",NA,NA,Chloe & Jilly Dechox Warriors Fundraising Page,2.50,0,10,5,0,NA,Chloe & Jilly are giving up chocolate & sweets because It is dear to our hearts x,Chloe & Jilly are giving up chocolate & sweets,It is dear to our hearts x,845621,Gran (Dorothy) Spencer,/b83e9729/v1/fundraising/pagebyid/13828256,remember/845621,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/JillyLawton,/JillyLawton,United Kingdom,,Chloe & Jilly Dechox Warriors Fundraising Page,//images.justgiving.com/image/96b4891c-9cd2-4e85-99ca-837c461506d2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Jill Lawton,2021-02-24T21:10:27,183092,6288571,2021-03-01T00:00:00,200,641389,04bc79e5-e8f8-4919-b2ed-eabec9675942,Chloe & Jilly are giving up chocolate & sweets,It is dear to our hearts x,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,18754106,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Abigail Adams,3dac5f9a-b402-45cd-8823-295b2f976609,OriginalSize,NA,Size150x150Face,NA,92d824e8-19cc-4b09-96da-2d2faceccbbf,13828272,Abigail-Adams2,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Abigail-Adams2,/Abigail-Adams2,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Abigail Adams,2021-02-24T22:29:34,183092,6288571,2021-03-01T00:00:00,75,641389,92d824e8-19cc-4b09-96da-2d2faceccbbf,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75369319,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,"Jayne Anderson,",d7d2b348-9646-4e94-9546-7bfe77881ee5,OriginalSize,NA,Size150x150Face,NA,355b9a97-2f02-42fb-9a4f-5d2121763510,13828370,Jayne-Anderson5,true,true,NA,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,845645,Olwyn Porter,/b83e9729/v1/fundraising/pagebyid/13828370,remember/845645,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Jayne-Anderson5,/Jayne-Anderson5,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,"Jayne Anderson,",2021-02-24T22:25:33,183092,6288571,2021-03-01T00:00:00,75,641389,355b9a97-2f02-42fb-9a4f-5d2121763510,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,48862432,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,5,Lynsey Blair,19d0beb4-3259-4637-8d08-3e49d5c37aec,OriginalSize,https://images.justgiving.com/image/53937fcf-2e3f-4e17-ad09-92fd1091f57a.jpg,Size150x150Face,https://images.justgiving.com/image/53937fcf-2e3f-4e17-ad09-92fd1091f57a.jpg?template=size150x150face,bc85da06-dba1-4369-939f-a60ae9bbd970,13828372,Lynsey-Blair8,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,1.25,0,5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Lynsey-Blair8,/Lynsey-Blair8,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Lynsey Blair,2021-02-24T22:32:34,183092,6288571,2021-03-01T00:00:00,75,641389,bc85da06-dba1-4369-939f-a60ae9bbd970,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,67065672,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,150,0,Lynn johnson,2f877bfb-b951-4d46-a04e-ac8f955b1a45,OriginalSize,NA,Size150x150Face,NA,a39df798-9c67-43cc-91ee-f24aefe6e92e,13829233,ChocHeart10,NA,NA,NA,True,False,true,Active,"<p>People who know me well, know how much I love my chocolate<br/>so when I came across this British Heart Foundation fundraising event I thought  <span> </span>‘ I’m going to give it a go, how hard can it<br/>be – 31 days without chocolate !!!! <span> </span>This will be a good challenge for me and earn some money for a great cause at the same time'.<span>   </span>Well, my fellow chocoholics out there will know that giving up chocolate for a whole month is going to be tough, tough, tough – there will be the withdrawal symptoms to deal with, the cravings that hit at any time of the day or night and the mood swings to contend with (my poor husband) but he has broad shoulders and we will be using plastic crockery for the duration.</p><p><span>On a more serious note, heart disease has blighted many of </span><span>my family members over the years.</span><span>  </span><span>My Dad </span><span>died of a massive heart attack when I was just 14 and I had uncles and an aunt </span><span>(his brothers and sister) die in the same manner, so it is in remembrance of </span><span>them that I am doing this.&#128147;</span></p><p>Please help me raise some much needed funds for the BHF so<br/>they can continue to help and support our loved ones, our friends and others through their research into all kinds of debilitating and deadly heart conditions.<span>  </span>Your donation however big or small will be<br/>gratefully received.</p><p>Thank you so much </p><p>&#128147;&#128147;&#128147;&#128147;</p>",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,I want to raise money because this charity is a lifesaver for many people !,I want to raise money,this charity is a lifesaver for many people !,845616,Thomas Donnelly,/b83e9729/v1/fundraising/pagebyid/13829233,remember/845616,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/ChocHeart10,/ChocHeart10,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Lynn johnson,2021-02-24T21:07:13,183092,6288571,2021-03-01T00:00:00,150,641389,a39df798-9c67-43cc-91ee-f24aefe6e92e,I want to raise money,this charity is a lifesaver for many people !,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,54802047,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,20,Jennifer Robinson,dd208dd8-77b3-4b00-81d9-7c3c1ac4cfd0,OriginalSize,https://images.justgiving.com/image/3e9908f7-b34f-4f3a-a611-09a9fce5966f.jpg,Size150x150Face,https://images.justgiving.com/image/3e9908f7-b34f-4f3a-a611-09a9fce5966f.jpg?template=size150x150face,052e13c0-5efa-4378-ad88-9573dcc8b56f,13829241,Jennifer-Scott240,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,5,0,20,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Jennifer-Scott240,/Jennifer-Scott240,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Jennifer Robinson,2021-02-24T21:34:21,183092,6288571,2021-03-01T00:00:00,75,641389,052e13c0-5efa-4378-ad88-9573dcc8b56f,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
