activityCharityCreated,activityId,activityType,campaignGuid.nil,charity.description,charity.id,charity.logoAbsoluteUrl,charity.logoUrl,charity.name,charity.profilePageUrl,charity.registrationNumber,companyAppealId,consumerId,currencyCode,currencySymbol,domain,eventDate,eventId,eventName,expiryDate,fundraisingTarget,grandTotalRaisedExcludingGiftAid,owner,ownerGuid,ownerProfileImageUrls.KeyValueOfstringstring.Key,ownerProfileImageUrls.KeyValueOfstringstring.Value,ownerProfileImageUrls.KeyValueOfstringstring.Key.1,ownerProfileImageUrls.KeyValueOfstringstring.Value.1,pageGuid,pageId,pageShortName,pageSummaryWhat.nil,pageSummaryWhy.nil,rememberedPersonSummary.nil,showEventDate,showExpiryDate,smsCode.nil,status,story,teams.team.teamGuid,teams.team.teamShortName,title,totalEstimatedGiftAid,totalRaisedOffline,totalRaisedOnline,totalRaisedPercentageOfFundraisingTarget,totalRaisedSms,attribution,pageSummary,pageSummaryWhat,pageSummaryWhy,rememberedPersonSummary.id,rememberedPersonSummary.name,rememberedPersonSummary.next.rel,rememberedPersonSummary.next.uri,teams.team.teamShortName.nil,campaignGuid,teams.team.teamGuid.nil,teams.team.teamGuid.nil.1,teams.team.teamShortName.1,Subtext,Link,LinkPath,CountryCode,Highlight,Name,Logo,Type,Score,OwnerFullName,CreatedDate,CharityId,EventId,EventDate,TargetAmount,FundraiserRevenueStreamId,FundraiserPageGuid,ProfileWhat,ProfileWhy,charity_name,searched_charity_id,regno,justgiving_id,cause_area,eaf,give_well_top_2017,give_well_standout_2017,life_you_can_save,ace,givewell_other,ad_hoc_david,date_downloaded
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,67637006,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Natasha Cameron,72ec8552-3e5e-4705-a83e-478b96b69f3a,OriginalSize,https://images.justgiving.com/image/f4f07362-efea-45d6-8f7c-12e7b90daba7.jpg,Size150x150Face,https://images.justgiving.com/image/f4f07362-efea-45d6-8f7c-12e7b90daba7.jpg?template=size150x150face,b84b139c-0878-45e8-a346-5e970172a03b,13827247,Natasha-Cameron4,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Natasha-Cameron4,/Natasha-Cameron4,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Natasha Cameron,2021-02-24T16:04:53,183092,6288571,2021-03-01T00:00:00,75,641389,b84b139c-0878-45e8-a346-5e970172a03b,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75410274,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,35,Chloe Mitchell ,457d6cfc-c1d2-457c-a2da-79b95f708aa8,OriginalSize,NA,Size150x150Face,NA,9785fea8-dc63-49a7-be8b-36a11ad5a430,13824428,ChloeMitchell08,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,6.25,0,35,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/ChloeMitchell08,/ChloeMitchell08,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Chloe Mitchell ,2021-02-24T06:35:25,183092,6288571,2021-03-01T00:00:00,75,641389,9785fea8-dc63-49a7-be8b-36a11ad5a430,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,70840148,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Georgia Littlewood,53a4ae79-c37d-4136-97ee-3da16963a94b,OriginalSize,NA,Size150x150Face,NA,23781c5c-9bde-4392-a2b4-e4b428d881f3,13824488,Georgia-Littlewood,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Georgia-Littlewood,/Georgia-Littlewood,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Georgia Littlewood,2021-02-24T11:28:31,183092,6288571,2021-03-01T00:00:00,75,641389,23781c5c-9bde-4392-a2b4-e4b428d881f3,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,true,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75356805,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,0,30,Courtney Williams,7f6caec4-99cf-4c3a-a08e-769e545e41a2,OriginalSize,https://images.justgiving.com/image/01603744-b2fe-4149-9303-a3d45914dca4.jpg,Size150x150Face,https://images.justgiving.com/image/01603744-b2fe-4149-9303-a3d45914dca4.jpg?template=size150x150face,e22f9676-c1c8-42e6-9357-5eff65a78ea3,13824665,Courtney-Williams13,true,true,true,True,False,true,Active,"Thanks for visiting my page. I'm raising money for the British Heart Foundation and I'd be so grateful for your support. The BHF has helped halve the number of people dying from heart and circulatory disease in the UK but sadly every day hundreds of people lose their lives. It's only thanks to support from people like us that the BHF can create new treatments and discover new cures. £24 could pay for two hours of research by an early career scientist, but every pound helps so please give what you can to help me hit my target. Thanks!",NA,NA,Courtney's page,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Courtney-Williams13,/Courtney-Williams13,United Kingdom,,Courtney's page,//images.justgiving.com/image/trainer-no-branding_web.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true&sourcepath=Stock,Fundraiser,22.080162,Courtney Williams,2021-02-24T11:10:24,183092,6288571,2021-03-01T00:00:00,0,641389,e22f9676-c1c8-42e6-9357-5eff65a78ea3,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75411200,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,5,Rachel Gregory,a48a7948-60aa-4c5f-9df5-54b5dbd619e1,OriginalSize,https://images.justgiving.com/image/db866ce9-26f6-45ed-9d6d-108b5bdec7a5.jpg,Size150x150Face,https://images.justgiving.com/image/db866ce9-26f6-45ed-9d6d-108b5bdec7a5.jpg?template=size150x150face,19663bba-fbe3-4e09-8dd6-3c9479dfdcf5,13824702,Rachel-Gregory30,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,1.25,0,5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Rachel-Gregory30,/Rachel-Gregory30,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Rachel Gregory,2021-02-24T12:59:41,183092,6288571,2021-03-01T00:00:00,75,641389,19663bba-fbe3-4e09-8dd6-3c9479dfdcf5,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
false,6541933,InMemory,true,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,74125567,GBP,£,www.justgiving.com,2021-02-24T00:00:00,6541933,In memory of Christine Doughty,2026-02-24T00:00:00,0,250,Timothy Doughty,fb2db462-627c-4e3f-92f1-7fbd1007f2b8,OriginalSize,NA,Size150x150Face,NA,70ed4e7e-690a-41ac-95f3-a2b3d2c1da59,13824846,Christine-Doughty,true,true,NA,True,False,true,Active,"<p>With deep sadness and great shock we all mourn the loss of a wonderful and much loved woman. </p><p>Christine Doughty, a lady who departed with no warning, and leaves a great big gap in so many lives - was taken from us by her ailing heart. </p><p>Unfortunately we are only able to have very limited numbers at the funeral, and can only bring family flowers.</p><p>So for those who wish to remember mum with a floral tribute, we’re asking that you please donate to the British Heart Foundation - an organisation that mum raised money for (making and selling her lovely jam), and had direct contact with after her heart surgery. She chose the BFH herself in life.</p>",NA,NA,Tim's page,55,0,250,0,0,Christine Doughty,NA,NA,NA,845310,Christine Doughty ,/b83e9729/v1/fundraising/pagebyid/13824846,remember/845310,NA,NA,NA,NA,NA,In memory of Christine Doughty,https://www.justgiving.com/Christine-Doughty,/Christine-Doughty,United Kingdom,,Tim's page,//images.justgiving.com/image/27ed9387-39c6-4d51-b90f-13ddd16b5869.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Timothy Doughty,2021-02-24T10:25:02,183092,6541933,2021-02-24T10:25:02,0,641389,70ed4e7e-690a-41ac-95f3-a2b3d2c1da59,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,74672014,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Tracy Hands,00690f06-30e5-41e0-9459-9b7a76830efc,OriginalSize,NA,Size150x150Face,NA,14b7ed22-f705-4b79-b77a-a1c7c282af12,13824892,Tracy-Hands1,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Tracy-Hands1,/Tracy-Hands1,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Tracy Hands,2021-02-24T12:35:18,183092,6288571,2021-03-01T00:00:00,75,641389,14b7ed22-f705-4b79-b77a-a1c7c282af12,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,53361729,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,50,0,Sian Taylor,88f4a8ae-d96b-4004-95a9-2c5d00690c40,OriginalSize,https://images.justgiving.com/image/8e2c0a6e-645d-4cea-96a6-b92ba0593f51.jpg,Size150x150Face,https://images.justgiving.com/image/8e2c0a6e-645d-4cea-96a6-b92ba0593f51.jpg?template=size150x150face,fbdd0645-1881-425e-a064-a081d4c134fb,13824923,Sian-Taylor24,NA,NA,NA,True,False,true,Active,"<p>So as most of you know. I cant go a day with out chocolate.</p><p> So I am going to go a month with out chocolate.  </p><p>Not just to raise money for the BHF which means a lot to me as mum passed away 6 ywars ago, but because of this pandemic chocolate has been a life saver.  But things are getting back to &#34;normal&#34; slowly so I will be pushing myself to give it up.</p>",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,I am giving up chocolate because Mum passed away suddenly to a major heart attack,I am giving up chocolate,Mum passed away suddenly to a major heart attack,845275,Anita Taylor,/b83e9729/v1/fundraising/pagebyid/13824923,remember/845275,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Sian-Taylor24,/Sian-Taylor24,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Sian Taylor,2021-02-24T08:49:06,183092,6288571,2021-03-01T00:00:00,50,641389,fbdd0645-1881-425e-a064-a081d4c134fb,I am giving up chocolate,Mum passed away suddenly to a major heart attack,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,42264939,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,100,147,Tamsyn Hicks,e102b8c7-d6a4-4d19-8e8f-bda6c35a516e,OriginalSize,NA,Size150x150Face,NA,888498d2-9b25-4f45-8847-4770f4db4816,13825061,Tamsyn-Hicks,true,true,true,True,False,true,Active,"<p>Many years ago when Flo was 3 , Flo, Mummy , Daddy, Uncle Bear and Aunty Rach all went to Cornwall to see Aunty Mel . We all ate too much and had lots of wine &#127863; but when the weekend was over everyone got ill (except mummy !!) Flo was so ill, she ended up in hospital with suspected Sepsis and unknown to us all, Uncle Bear (Ad) was really ill and he didn’t know it . A few weeks later after being ill for a while Ad was diagnosed with heart failiure linked to infection . He was pretty poorly .</p><p>We are all so grateful that Uncle Bear made it through and he’s still here to bring us books and chocolate  and fix our broken stuff &#128540; and text Daddy and keep him sane in a crazy house of women </p><p><span>Heart failiure doesn’t go away but hopefully  with the right support, Uncle Bear will be able to stay well and keep making us laugh ! </span><span>.</span></p><p>So this year Flo and I have decided to give up chocolate for March to raise money for the British Heart Foundation, who I know have offered so much support .</p><p>Really the sponsorship is for Flo, because  at 7 years old, when chocolate is literally your favourite thing in the world, giving it up will be hard . But she’s very determined,  so any donations will spur her on !! </p><p>I’m just doing it to shrink my bum ! </p><p>Thanks all ! We’ll keep you updated !</p><p>Much love ❤️ </p><p><br/></p>",NA,NA,Tamo and Flo do  the impossible !,36.75,0,147,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Tamsyn-Hicks,/Tamsyn-Hicks,United Kingdom,,Tamo and Flo do  the impossible !,//images.justgiving.com/image/03f8a057-8154-4301-9292-b7f7db2cc4f4.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Tamsyn Hicks,2021-02-24T11:07:09,183092,6288571,2021-03-01T00:00:00,100,641389,888498d2-9b25-4f45-8847-4770f4db4816,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
false,6543568,OtherPersonalChallenge,true,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,75411425,GBP,£,www.justgiving.com,2021-02-24T00:00:00,6543568,Personal Fitness Exercise ,2026-02-24T00:00:00,300,535,Thomas  Dawson ,10ccce49-1081-42e0-ab84-8ca9049d29e5,OriginalSize,NA,Size150x150Face,NA,057911d0-eb43-4559-b8de-7f20e5d16ab3,13827425,Thomas-Dawson7,NA,NA,true,True,False,true,Active,"<p>Thanks for visiting my page. I'm raising money for the British Heart Foundation and I'd be so grateful for your support. As part of my DofE bronze award, I am doing a half hour  fitness class twice weekly with my family to raise money for this great cause. The BHF has helped halve the number of people dying from heart and circulatory disease in the UK but sadly every day hundreds of people lose their lives. It's only thanks to support from people like us that the BHF can create new treatments and discover new cures. £24 could pay for two hours of research by an early career scientist, but every pound helps so please give what you can to help me hit my target. Thanks!</p>",NA,NA,Thomas 's Personal Fitness Exercise ,78.75,0,535,178,0,NA,I am raising money because as part of my DofE award,I am raising money,as part of my DofE award,NA,NA,NA,NA,NA,NA,NA,NA,NA,Personal Fitness Exercise ,https://www.justgiving.com/Thomas-Dawson7,/Thomas-Dawson7,United Kingdom,,Thomas 's Personal Fitness Exercise ,//images.justgiving.com/image/88854939-b722-4b5c-8731-df4800d86f68.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Thomas  Dawson ,2021-02-24T14:49:43,183092,6543568,2021-02-24T14:49:43,300,641389,057911d0-eb43-4559-b8de-7f20e5d16ab3,I am raising money,as part of my DofE award,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,58406400,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,0,Zoe Claire Briffett,dc48ae7d-2daa-415a-82c2-88764fb931f2,OriginalSize,NA,Size150x150Face,NA,f6847db0-d1cf-4695-8236-57a94c23bb13,13827599,Zoe-Claire-Briffett5,NA,NA,true,True,False,true,Active,"<p>Alongside my challenge to run 100 miles in 28 days for Refuge I will also take on this challenge. </p><p>I am a binge eater and I binge on sweet sugary snacks so for 1 month I will cut it all out in order to hopefully loose weight as well as keep my heart healthy. </p><p><span>The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.</span><br/></p>",NA,NA,My Dechox Fundraising Page,0,0,0,0,0,NA,giving up chocolate/sweets/pop during March because we all need to keep our hearts healthy,giving up chocolate/sweets/pop during March,we all need to keep our hearts healthy,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/Zoe-Claire-Briffett5,/Zoe-Claire-Briffett5,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Zoe Claire Briffett,2021-02-24T19:39:44,183092,6288571,2021-03-01T00:00:00,75,641389,f6847db0-d1cf-4695-8236-57a94c23bb13,giving up chocolate/sweets/pop during March,we all need to keep our hearts healthy,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
true,6288571,OtherSportingEvents,NA,"With your support, we aim to fund over £100 million of research each year into all heart and circulatory diseases and the things that cause them. Heart diseases. Stroke. Vascular dementia. Diabetes. They're all connected, and they're all under our microscope. Together we can beat heartbreak forever.",183092,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,https://images.justgiving.com/image/3a5218cb-2d26-431d-83fd-25fb4f69fd9a.png,British Heart Foundation,http://www.justgiving.com/britishheartfoundation,225971,0,44981148,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6288571,Dechox 2021,2021-09-30T00:00:00,75,20,Joe Carroll,0652cd41-bad4-4ee5-9081-88b68d834475,OriginalSize,NA,Size150x150Face,NA,0834fed2-54fe-45a1-92f1-9b94b3337a01,13827711,456234,true,true,true,True,False,true,Active,"The pandemic is the biggest challenge we've faced in our 60 year history. And it's led to us being forced to make the devastating decision to cut our 2020 research budget in half. So the truth is, we've never needed people like you more. 

Virtual fundraising challenges like Dechox are a way to help us keep up the pace of progress. Your willpower will be funnelled into ground-breaking science and support for the people who need us most.

Because despite everything else happening at the moment, heart and circulatory diseases are still the world's biggest killers. For the sake of our mums and dads, brothers and sisters, grandparents and friends - we can't drop the ball now.",NA,NA,My Dechox Fundraising Page,2.50,0,20,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0b38c95-8e29-421c-81e0-4a7b00151c83,NA,NA,NA,Dechox 2021,https://www.justgiving.com/456234,/456234,United Kingdom,,My Dechox Fundraising Page,//images.justgiving.com/image/dc780b50-34fb-4169-af98-d5b2a9b39d70.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,22.080162,Joe Carroll,2021-02-24T14:18:26,183092,6288571,2021-03-01T00:00:00,75,641389,0834fed2-54fe-45a1-92f1-9b94b3337a01,NA,NA,British Heart Foundation,183092,225971,183092,NA,NA,NA,NA,NA,NA,NA,9,2021-02-25T07:04:45Z
